Id,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount (in lac),Duration,Purpose,Risk,Income,Childern Count,Income Type,Education Type,Has a phone,Has a email id,Occupation Type
772,36,male,3,own,little,NA,3275,21,car,good,315000,0,State servant,Higher education,0,0,
773,52,male,2,own,moderate,NA,2223,24,radio/TV,good,67500,0,Pensioner,Secondary / secondary special,0,0,
774,66,male,0,free,quite rich,rich,1480,12,car,good,135000,0,Commercial associate,Secondary / secondary special,0,0,High skill tech staff
775,25,female,2,rent,NA,little,1371,24,car,bad,450000,0,Commercial associate,Higher education,0,0,HR staff
776,37,male,2,own,little,NA,3535,36,car,good,157500,0,Working,Secondary / secondary special,1,0,Medicine staff
777,25,female,2,own,little,little,3509,18,radio/TV,good,67500,0,Pensioner,Secondary / secondary special,0,0,
778,38,male,3,own,rich,NA,5711,36,car,good,315000,0,Pensioner,Secondary / secondary special,0,0,
779,67,female,2,own,little,moderate,3872,18,repairs,good,90000,0,Working,Higher education,1,0,Core staff
780,25,male,2,own,little,moderate,4933,39,radio/TV,bad,214650,2,Working,Higher education,0,0,Core staff
781,60,male,2,own,rich,NA,1940,24,car,good,135000,0,Working,Higher education,0,0,High skill tech staff
782,31,male,1,own,little,moderate,1410,12,education,good,112500,0,Working,Secondary / secondary special,0,0,Laborers
783,23,female,1,own,moderate,moderate,836,12,car,bad,135000,0,Working,Secondary / secondary special,0,0,
784,60,male,3,own,NA,moderate,6468,20,car,good,112500,0,Pensioner,Secondary / secondary special,0,0,
785,35,male,1,own,rich,moderate,1941,18,business,good,67500,1,Working,Secondary / secondary special,1,0,Sales staff
786,40,male,2,own,quite rich,NA,2675,22,radio/TV,good,67500,0,Working,Higher education,1,0,
787,38,male,2,own,NA,NA,2751,48,car,good,81000,1,State servant,Secondary / secondary special,1,0,
788,50,male,2,free,little,moderate,6224,48,education,bad,117000,0,Pensioner,Secondary / secondary special,0,0,
789,27,male,2,own,little,little,5998,40,education,bad,135000,1,Working,Secondary / secondary special,1,0,Medicine staff
790,39,female,2,own,little,moderate,1188,21,business,bad,45000,1,Working,Secondary / secondary special,1,0,Sales staff
791,41,male,3,own,NA,NA,6313,24,car,good,252000,0,Working,Secondary / secondary special,0,0,Core staff
792,27,male,2,own,NA,NA,1221,6,furniture/equipment,good,337500,0,Working,Secondary / secondary special,0,0,Laborers
793,51,male,2,free,little,rich,2892,24,furniture/equipment,good,81000,2,Working,Secondary / secondary special,0,0,
794,32,male,2,rent,quite rich,NA,3062,24,furniture/equipment,good,225000,0,Commercial associate,Secondary / secondary special,0,0,Cooking staff
795,22,female,2,rent,moderate,NA,2301,9,furniture/equipment,good,135000,0,Pensioner,Secondary / secondary special,0,0,
796,51,male,2,free,NA,little,7511,18,car,bad,360000,0,Commercial associate,Higher education,1,0,Core staff
797,22,female,1,rent,little,NA,1258,12,furniture/equipment,good,225000,2,Commercial associate,Higher education,0,0,Waiters/barmen staff
798,54,male,2,own,NA,NA,717,24,car,good,337500,0,Commercial associate,Higher education,0,0,Core staff
799,35,male,0,own,NA,moderate,1549,9,car,good,63000,1,State servant,Secondary / secondary special,0,0,Managers
800,54,male,2,free,little,NA,1597,24,education,good,180000,1,State servant,Higher education,0,0,Core staff
801,48,female,1,rent,little,moderate,1795,18,radio/TV,good,108000,0,Working,Secondary / secondary special,0,0,Sales staff
802,24,female,2,own,little,little,4272,20,furniture/equipment,good,48600,0,Pensioner,Secondary / secondary special,0,0,
803,35,male,2,own,NA,NA,976,12,radio/TV,good,112500,3,Working,Secondary / secondary special,1,0,Drivers
804,24,female,0,rent,NA,moderate,7472,12,car,good,112500,0,Working,Secondary / secondary special,1,0,Medicine staff
805,24,male,2,own,little,little,9271,36,car,bad,90000,0,Pensioner,Secondary / secondary special,0,0,
806,26,male,1,own,little,moderate,590,6,radio/TV,good,270000,2,Commercial associate,Secondary / secondary special,1,0,Cleaning staff
807,65,male,2,own,NA,NA,930,12,radio/TV,good,202500,0,Working,Secondary / secondary special,0,0,Drivers
808,55,male,3,free,little,moderate,9283,42,car,good,99000,0,State servant,Secondary / secondary special,1,0,Core staff
809,26,female,0,rent,little,moderate,1778,15,car,bad,90000,0,Working,Secondary / secondary special,1,1,Laborers
810,26,male,2,own,little,moderate,907,8,business,good,135000,0,Working,Secondary / secondary special,1,0,Sales staff
811,28,male,1,own,little,moderate,484,6,radio/TV,good,112500,1,Working,Higher education,1,0,Accountants
812,24,male,2,own,little,little,9629,36,car,bad,81000,0,Working,Secondary / secondary special,0,0,Core staff
813,54,male,2,own,little,little,3051,48,domestic appliances,bad,135000,2,Commercial associate,Higher education,0,0,Laborers
814,46,male,2,free,little,little,3931,48,car,bad,202500,0,Working,Secondary / secondary special,0,0,Laborers
815,54,female,2,rent,little,moderate,7432,36,car,good,112500,0,Working,Secondary / secondary special,0,0,
816,62,male,2,own,quite rich,NA,1338,6,domestic appliances,good,135000,1,Working,Higher education,0,0,High skill tech staff
817,24,female,2,rent,little,NA,1554,6,radio/TV,good,225000,0,Commercial associate,Higher education,0,0,High skill tech staff
818,43,male,3,own,little,little,15857,36,vacation/others,good,76500,0,Pensioner,Secondary / secondary special,0,0,
819,26,male,2,own,little,little,1345,18,radio/TV,bad,270000,0,Working,Secondary / secondary special,0,0,Drivers
820,27,male,2,own,little,NA,1101,12,car,good,112500,0,Pensioner,Secondary / secondary special,1,0,
821,24,male,2,own,little,rich,3016,12,radio/TV,good,67500,0,Working,Higher education,0,0,Medicine staff
822,41,male,2,own,little,little,2712,36,furniture/equipment,bad,54000,0,State servant,Secondary / secondary special,1,0,Core staff
823,47,male,1,own,little,little,731,8,car,good,180000,0,Pensioner,Secondary / secondary special,0,0,
824,35,male,3,own,little,NA,3780,18,furniture/equipment,good,261000,0,Working,Higher education,0,0,Core staff
825,30,male,2,own,little,little,1602,21,car,good,135000,0,Commercial associate,Secondary / secondary special,1,1,Sales staff
826,33,female,2,rent,little,little,3966,18,car,bad,189000,1,Working,Secondary / secondary special,0,0,Managers
827,36,male,2,own,little,NA,4165,18,business,bad,202500,0,Commercial associate,Secondary / secondary special,0,0,
828,47,male,2,free,NA,little,8335,36,car,bad,112500,0,Pensioner,Secondary / secondary special,0,0,
829,38,male,2,free,NA,moderate,6681,48,business,good,153000,0,Commercial associate,Secondary / secondary special,1,0,Core staff
830,44,male,2,own,quite rich,NA,2375,24,business,good,112500,0,Pensioner,Secondary / secondary special,0,0,
831,23,female,2,rent,little,little,1216,18,car,bad,315000,1,Working,Secondary / secondary special,0,0,Laborers
832,29,male,2,rent,little,little,11816,45,business,bad,157500,0,Commercial associate,Higher education,1,0,
833,42,female,2,own,NA,moderate,5084,24,radio/TV,good,112500,0,Working,Secondary / secondary special,1,0,Low-skill Laborers
834,25,female,1,own,little,rich,2327,15,radio/TV,bad,382500,0,Working,Higher education,0,0,IT staff
835,48,male,2,own,little,little,1082,12,car,bad,112500,0,Pensioner,Lower secondary,0,0,
836,21,female,2,own,NA,NA,886,12,radio/TV,good,157500,0,State servant,Secondary / secondary special,1,0,Core staff
837,23,female,1,rent,little,NA,601,4,furniture/equipment,good,315000,0,Commercial associate,Secondary / secondary special,0,0,
838,63,male,2,own,little,little,2957,24,car,good,135000,1,Working,Secondary / secondary special,0,0,High skill tech staff
839,46,male,2,own,little,NA,2611,24,radio/TV,good,90000,2,State servant,Higher education,0,0,
840,29,male,2,own,little,little,5179,36,furniture/equipment,bad,135000,0,Working,Secondary / secondary special,0,0,Laborers
841,28,male,1,own,little,NA,2993,21,car,good,81000,0,Commercial associate,Secondary / secondary special,0,0,Laborers
842,23,female,2,own,little,NA,1943,18,repairs,bad,135000,1,Commercial associate,Secondary / secondary special,0,0,High skill tech staff
843,50,male,2,own,little,NA,1559,24,business,good,112500,0,Commercial associate,Secondary / secondary special,0,0,
844,47,male,2,own,little,NA,3422,18,furniture/equipment,good,112500,0,Working,Higher education,0,1,
845,35,male,2,own,NA,moderate,3976,21,furniture/equipment,good,63000,1,Working,Secondary / secondary special,0,0,Cooking staff
846,68,male,2,rent,NA,NA,6761,18,car,bad,283500,0,Working,Secondary / secondary special,0,0,Drivers
847,28,male,2,own,little,NA,1249,24,car,good,90000,1,Working,Secondary / secondary special,1,1,Sales staff
848,59,male,2,own,little,little,1364,9,radio/TV,good,216000,0,Commercial associate,Secondary / secondary special,0,0,
849,57,male,1,own,little,little,709,12,radio/TV,bad,180000,1,Commercial associate,Secondary / secondary special,1,0,Accountants
850,33,male,2,rent,little,little,2235,20,car,bad,202500,0,Working,Secondary / secondary special,0,0,
851,43,male,2,own,NA,NA,4042,24,car,good,202500,0,State servant,Secondary / secondary special,0,0,Security staff
852,35,male,2,free,little,NA,1471,15,radio/TV,good,135000,0,Pensioner,Higher education,0,0,
853,32,male,1,free,little,little,1442,18,car,bad,157500,1,Working,Secondary / secondary special,0,0,Accountants
854,45,male,2,own,little,NA,10875,36,car,good,126000,0,Working,Secondary / secondary special,0,1,Sales staff
855,33,male,2,own,moderate,NA,1474,24,car,good,90000,0,Pensioner,Secondary / secondary special,0,0,
856,40,female,2,own,NA,NA,894,10,education,good,67500,0,Working,Secondary / secondary special,1,0,Sales staff
857,28,male,2,free,little,NA,3343,15,furniture/equipment,good,157500,0,Working,Secondary / secondary special,0,0,Sales staff
858,29,female,2,own,little,little,3959,15,car,bad,81000,1,Working,Secondary / secondary special,0,0,Sales staff
859,26,male,2,rent,moderate,NA,3577,9,car,good,67500,0,Pensioner,Secondary / secondary special,1,0,
860,27,male,2,own,rich,NA,5804,24,car,good,225000,1,Working,Secondary / secondary special,0,0,Drivers
861,28,male,2,own,little,NA,2169,18,business,bad,180000,0,Working,Secondary / secondary special,1,0,Drivers
862,35,female,2,own,little,little,2439,24,radio/TV,bad,180000,0,Working,Higher education,1,0,High skill tech staff
863,32,male,1,own,rich,NA,4526,27,furniture/equipment,good,112500,1,Working,Secondary / secondary special,0,0,Sales staff
864,25,male,1,rent,little,NA,2210,10,furniture/equipment,bad,157500,2,Working,Secondary / secondary special,0,0,Drivers
865,20,female,2,rent,quite rich,NA,2221,15,furniture/equipment,good,117000,1,Working,Secondary / secondary special,0,0,Security staff
866,27,female,2,own,little,little,2389,18,radio/TV,good,135000,2,Working,Secondary / secondary special,1,0,Laborers
867,42,male,2,own,little,NA,3331,12,furniture/equipment,good,67500,1,Working,Secondary / secondary special,0,0,Laborers
868,37,male,2,own,NA,NA,7409,36,business,good,112500,0,Working,Secondary / secondary special,0,0,Laborers
869,24,female,2,rent,little,little,652,12,furniture/equipment,good,157500,2,Working,Higher education,0,0,Cooking staff
870,40,female,2,own,quite rich,NA,7678,36,furniture/equipment,good,94500,1,State servant,Higher education,0,0,Sales staff
871,46,male,2,own,little,rich,1343,6,car,good,450000,0,Commercial associate,Higher education,1,0,High skill tech staff
872,26,male,2,own,moderate,little,1382,24,business,good,157500,1,Commercial associate,Secondary / secondary special,0,0,Core staff
873,24,female,2,own,NA,NA,874,15,domestic appliances,good,157500,2,Commercial associate,Secondary / secondary special,0,0,Sales staff
874,29,male,1,own,little,little,3590,12,furniture/equipment,good,247500,0,Commercial associate,Secondary / secondary special,1,0,Managers
875,40,female,2,own,rich,moderate,1322,11,car,good,112500,1,Commercial associate,Secondary / secondary special,0,0,Laborers
876,36,male,3,free,little,little,1940,18,radio/TV,good,180000,0,Pensioner,Secondary / secondary special,1,0,
877,28,male,2,own,little,NA,3595,36,radio/TV,good,202500,0,Working,Higher education,0,0,Private service staff
878,27,male,3,free,little,little,1422,9,car,bad,90000,0,Commercial associate,Incomplete higher,1,0,Sales staff
879,36,male,2,own,NA,NA,6742,30,radio/TV,good,67500,0,Working,Secondary / secondary special,0,0,
880,38,male,3,own,little,NA,7814,24,car,good,112500,0,Working,Secondary / secondary special,1,0,
881,48,male,2,free,NA,NA,9277,24,car,good,112500,0,Commercial associate,Secondary / secondary special,0,0,Sales staff
882,36,male,2,own,NA,moderate,2181,30,car,good,202500,1,Working,Higher education,0,0,Laborers
883,65,female,0,own,little,NA,1098,18,radio/TV,good,225000,0,Working,Secondary / secondary special,0,0,Laborers
884,43,male,2,own,little,moderate,4057,24,furniture/equipment,bad,121500,1,Working,Secondary / secondary special,0,0,Sales staff
885,53,female,2,own,little,little,795,12,education,bad,315000,0,Working,Secondary / secondary special,1,0,Managers
886,34,male,2,own,NA,moderate,2825,24,business,good,135000,0,Pensioner,Secondary / secondary special,0,0,
887,23,male,2,own,little,moderate,15672,48,business,bad,238500,0,Working,Higher education,1,0,Managers
888,34,male,3,own,little,NA,6614,36,car,good,382500,0,Working,Secondary / secondary special,0,0,Medicine staff
889,40,male,2,rent,NA,NA,7824,28,car,good,112500,0,Pensioner,Secondary / secondary special,1,0,
890,43,male,3,own,little,little,2442,27,business,good,180000,0,Working,Secondary / secondary special,0,0,Laborers
891,46,male,2,own,little,NA,1829,15,radio/TV,good,135000,0,Working,Secondary / secondary special,0,0,Laborers
892,38,male,1,own,little,little,2171,12,car,good,112500,1,Commercial associate,Higher education,0,0,
893,34,male,2,own,little,moderate,5800,36,car,good,315000,0,Working,Higher education,1,0,
894,29,male,2,own,NA,NA,1169,18,radio/TV,good,67500,0,Working,Higher education,0,0,Core staff
895,31,male,3,own,NA,NA,8947,36,car,good,195750,0,Working,Secondary / secondary special,0,0,
896,28,female,3,rent,little,little,2606,21,radio/TV,good,99000,0,Commercial associate,Secondary / secondary special,0,0,Sales staff
897,35,female,2,own,rich,NA,1592,12,furniture/equipment,good,112500,1,Commercial associate,Incomplete higher,0,0,Laborers
898,33,female,1,rent,NA,NA,2186,15,furniture/equipment,good,67500,0,Pensioner,Secondary / secondary special,0,0,
899,42,male,2,own,little,little,4153,18,furniture/equipment,bad,225000,0,Working,Secondary / secondary special,0,0,Security staff
900,43,male,2,rent,little,little,2625,16,car,bad,247500,0,Pensioner,Secondary / secondary special,0,0,
901,44,male,2,own,NA,NA,3485,20,car,good,180000,0,Working,Secondary / secondary special,0,1,Laborers
902,42,male,2,free,NA,NA,10477,36,car,good,315000,0,Commercial associate,Higher education,0,0,Accountants
903,40,male,2,rent,NA,NA,1386,15,radio/TV,good,157500,1,Pensioner,Secondary / secondary special,0,0,
904,36,male,3,own,little,NA,1278,24,radio/TV,good,81000,1,Working,Higher education,1,1,Sales staff
905,20,male,3,rent,little,little,1107,12,radio/TV,good,94500,0,Pensioner,Secondary / secondary special,1,0,
906,24,male,1,own,NA,little,3763,21,car,good,157500,1,Working,Secondary / secondary special,0,0,Laborers
907,27,male,2,own,NA,moderate,3711,36,education,good,67500,0,Working,Secondary / secondary special,0,0,Low-skill Laborers
908,46,female,1,own,little,NA,3594,15,car,good,112500,0,Working,Secondary / secondary special,1,0,Laborers
909,33,female,1,own,NA,moderate,3195,9,car,good,94500,0,Working,Higher education,1,0,Secretaries
910,34,female,2,own,little,NA,4454,36,radio/TV,good,202500,0,Working,Secondary / secondary special,0,0,Managers
911,25,female,1,own,little,moderate,4736,24,furniture/equipment,bad,99000,0,Working,Secondary / secondary special,0,0,Drivers
912,25,female,2,own,NA,moderate,2991,30,radio/TV,good,157500,0,Working,Secondary / secondary special,0,0,
913,28,male,2,own,rich,NA,2142,11,business,good,135000,0,Working,Higher education,0,0,Sales staff
914,31,male,2,rent,little,little,3161,24,business,bad,135000,0,Working,Secondary / secondary special,1,0,Sales staff
915,32,female,3,own,little,moderate,18424,48,vacation/others,bad,112500,0,Working,Secondary / secondary special,1,0,
916,32,male,2,own,moderate,NA,2848,10,car,good,90000,2,Working,Secondary / secondary special,0,1,
917,68,male,3,own,little,little,14896,6,car,bad,225000,0,Working,Higher education,1,0,High skill tech staff
918,33,male,2,own,moderate,little,2359,24,furniture/equipment,bad,270000,0,Working,Higher education,1,0,
919,39,male,3,rent,little,little,3345,24,furniture/equipment,bad,162000,0,Working,Secondary / secondary special,0,0,Laborers
920,28,female,2,own,little,NA,1817,18,furniture/equipment,good,135000,1,Commercial associate,Secondary / secondary special,1,0,High skill tech staff
921,37,male,3,own,quite rich,NA,12749,48,radio/TV,good,202500,2,Working,Secondary / secondary special,1,0,
922,22,female,2,rent,little,little,1366,9,radio/TV,bad,121500,0,Working,Secondary / secondary special,1,0,Laborers
923,30,male,2,rent,little,moderate,2002,12,car,good,112500,1,Working,Higher education,0,0,Core staff
924,55,male,2,own,little,little,6872,24,furniture/equipment,bad,225000,0,Working,Higher education,1,1,Sales staff
925,46,male,2,own,little,little,697,12,car,bad,67500,2,Working,Secondary / secondary special,0,0,Laborers
926,21,female,2,rent,little,little,1049,18,furniture/equipment,good,225000,0,Working,Secondary / secondary special,1,0,Sales staff
927,39,male,2,free,little,little,10297,48,car,bad,157500,0,Working,Higher education,0,0,Drivers
928,58,male,2,own,NA,NA,1867,30,radio/TV,good,135000,0,Commercial associate,Secondary / secondary special,0,0,Core staff
929,43,male,1,own,little,little,1344,12,car,good,180000,0,Working,Higher education,1,0,Core staff
930,24,male,1,own,little,little,1747,24,furniture/equipment,good,540000,0,Working,Secondary / secondary special,0,0,Managers
931,22,female,2,own,little,moderate,1670,9,radio/TV,bad,173250,0,Commercial associate,Secondary / secondary special,0,0,Drivers
932,30,male,2,own,little,NA,1224,9,car,good,121500,0,Working,Secondary / secondary special,0,0,Cooking staff
933,42,male,2,own,quite rich,NA,522,12,radio/TV,good,126000,0,Working,Secondary / secondary special,0,0,
934,23,female,2,own,little,little,1498,12,radio/TV,good,202500,0,Commercial associate,Higher education,0,0,Drivers
935,30,male,3,own,moderate,moderate,1919,30,radio/TV,bad,90000,1,Working,Secondary / secondary special,0,0,
936,28,female,1,own,little,rich,745,9,radio/TV,bad,90000,0,Commercial associate,Secondary / secondary special,0,0,Sales staff
937,30,male,3,rent,little,moderate,2063,6,radio/TV,good,117000,0,Working,Secondary / secondary special,0,0,Laborers
938,42,male,2,free,little,moderate,6288,60,education,bad,270000,1,Working,Secondary / secondary special,0,0,Core staff
939,46,male,3,own,NA,NA,6842,24,car,good,117000,0,State servant,Higher education,0,0,
940,45,male,3,own,NA,NA,3527,12,car,good,157500,1,Working,Secondary / secondary special,0,1,Laborers
941,31,male,1,own,little,NA,1546,10,car,good,182250,0,Working,Secondary / secondary special,0,0,Medicine staff
942,31,male,2,own,NA,NA,929,24,furniture/equipment,good,135000,0,Working,Secondary / secondary special,1,0,Drivers
943,42,male,1,own,little,NA,1455,4,car,good,166500,0,Working,Secondary / secondary special,1,0,
944,46,female,2,rent,little,little,1845,15,furniture/equipment,good,157500,0,State servant,Secondary / secondary special,1,0,Medicine staff
945,30,female,2,own,quite rich,moderate,8358,48,car,good,157500,0,Pensioner,Secondary / secondary special,1,0,
946,30,male,2,free,quite rich,little,3349,24,furniture/equipment,bad,166500,0,Commercial associate,Secondary / secondary special,0,0,High skill tech staff
947,38,male,3,own,NA,NA,2859,12,car,good,112500,0,Working,Secondary / secondary special,0,0,Sales staff
948,43,male,1,own,little,NA,1533,18,furniture/equipment,bad,67500,0,Working,Secondary / secondary special,1,0,High skill tech staff
949,31,male,2,own,moderate,NA,3621,24,radio/TV,bad,112500,0,Working,Secondary / secondary special,0,0,Laborers
950,40,male,0,own,little,moderate,3590,18,business,good,180000,1,Working,Higher education,0,1,Sales staff
951,24,male,2,own,little,little,2145,36,business,bad,135000,0,Working,Higher education,0,0,Core staff
952,28,female,2,rent,quite rich,moderate,4113,24,car,bad,247500,0,Working,Secondary / secondary special,0,0,Drivers
953,26,female,3,own,little,NA,10974,36,furniture/equipment,bad,90000,2,Commercial associate,Higher education,0,0,Accountants
954,29,female,2,own,little,little,1893,12,car,good,193500,0,Commercial associate,Incomplete higher,1,0,
955,57,female,3,rent,rich,little,1231,24,radio/TV,good,124200,0,Pensioner,Secondary / secondary special,0,0,
956,49,male,1,own,NA,rich,3656,30,radio/TV,good,112500,0,Commercial associate,Secondary / secondary special,0,0,Sales staff
957,37,male,1,own,little,moderate,1154,9,radio/TV,good,157500,0,Working,Secondary / secondary special,0,0,Low-skill Laborers
958,45,male,1,own,little,little,4006,28,car,bad,180000,0,Working,Higher education,0,0,Managers
959,30,male,2,free,moderate,moderate,3069,24,furniture/equipment,good,135000,0,Working,Secondary / secondary special,0,0,Drivers
960,30,male,2,rent,little,NA,1740,6,radio/TV,good,135000,2,Commercial associate,Higher education,0,0,
961,47,male,2,own,little,moderate,2353,21,car,good,225000,0,Commercial associate,Secondary / secondary special,0,1,Accountants
962,29,male,2,own,NA,NA,3556,15,car,good,202500,0,Commercial associate,Secondary / secondary special,0,1,Accountants
963,35,male,2,own,quite rich,NA,2397,24,radio/TV,bad,400500,0,State servant,Higher education,0,0,High skill tech staff
964,22,male,1,own,little,moderate,454,6,repairs,good,360000,0,Commercial associate,Higher education,0,0,
965,26,female,2,own,NA,moderate,1715,30,radio/TV,good,202500,1,Working,Secondary / secondary special,0,0,
966,23,male,1,own,quite rich,moderate,2520,27,radio/TV,bad,135000,0,Working,Secondary / secondary special,0,0,Medicine staff
967,54,female,3,rent,little,NA,3568,15,radio/TV,good,144000,0,Pensioner,Secondary / secondary special,1,0,
968,29,male,2,rent,NA,NA,7166,42,radio/TV,good,202500,1,Working,Higher education,0,0,Laborers
969,40,male,1,own,little,little,3939,11,car,good,225000,0,Working,Secondary / secondary special,0,0,Laborers
970,22,male,2,own,moderate,moderate,1514,15,repairs,good,180000,2,Working,Secondary / secondary special,1,0,Laborers
971,43,male,1,own,little,NA,7393,24,car,good,90000,1,State servant,Higher education,0,0,Core staff
972,29,female,0,rent,little,little,1193,24,car,bad,54000,0,Pensioner,Secondary / secondary special,1,0,
973,36,male,2,rent,little,little,7297,60,business,bad,103500,0,Working,Secondary / secondary special,1,0,
974,33,female,2,own,little,NA,2831,30,radio/TV,good,211500,0,Working,Secondary / secondary special,0,0,Laborers
975,57,female,1,own,quite rich,rich,1258,24,radio/TV,good,207000,0,Pensioner,Secondary / secondary special,1,0,
976,64,female,2,own,little,moderate,753,6,radio/TV,good,67500,0,Pensioner,Higher education,0,0,
977,42,male,2,own,NA,moderate,2427,18,business,good,112500,0,Working,Secondary / secondary special,0,0,Laborers
978,47,male,1,own,little,NA,2538,24,car,bad,157500,1,Commercial associate,Secondary / secondary special,1,1,Sales staff
979,25,male,2,rent,moderate,moderate,1264,15,car,bad,90000,0,Pensioner,Secondary / secondary special,0,0,
980,49,male,2,own,little,moderate,8386,30,furniture/equipment,bad,135000,0,State servant,Secondary / secondary special,1,0,Managers
981,33,male,3,rent,little,NA,4844,48,business,bad,135000,1,Working,Secondary / secondary special,0,0,Medicine staff
982,28,female,3,own,moderate,rich,2923,21,car,good,123300,0,Commercial associate,Secondary / secondary special,0,0,
983,26,male,2,own,little,little,8229,36,car,bad,202500,0,Commercial associate,Secondary / secondary special,0,0,Laborers
984,30,male,1,own,little,NA,2028,24,furniture/equipment,good,112500,1,State servant,Higher education,1,0,Secretaries
985,25,female,2,rent,little,little,1433,15,furniture/equipment,good,139500,2,Working,Secondary / secondary special,1,0,Core staff
986,33,male,2,own,little,rich,6289,42,business,good,135000,2,Working,Secondary / secondary special,0,0,Laborers
987,64,female,2,own,moderate,NA,1409,13,radio/TV,good,112500,1,Working,Secondary / secondary special,0,0,High skill tech staff
988,29,male,3,free,little,little,6579,24,car,good,90000,0,Working,Secondary / secondary special,0,0,
989,48,male,1,own,little,moderate,1743,24,radio/TV,good,315000,2,State servant,Secondary / secondary special,0,0,Core staff
990,37,male,1,own,NA,NA,3565,12,education,good,38700,0,Pensioner,Secondary / secondary special,0,0,
991,34,male,1,own,moderate,NA,1569,15,radio/TV,good,315000,2,Commercial associate,Secondary / secondary special,0,0,Drivers
992,23,male,1,rent,NA,little,1936,18,radio/TV,good,135000,1,Working,Higher education,1,0,
993,30,male,3,own,little,little,3959,36,furniture/equipment,good,112500,0,Commercial associate,Secondary / secondary special,0,0,
994,50,male,2,own,NA,NA,2390,12,car,good,90000,0,Working,Secondary / secondary special,0,0,Laborers
995,31,female,1,own,little,NA,1736,12,furniture/equipment,good,112500,0,Pensioner,Secondary / secondary special,1,0,
996,40,male,3,own,little,little,3857,30,car,good,225000,0,Commercial associate,Secondary / secondary special,0,0,Cleaning staff
997,38,male,2,own,little,NA,804,12,radio/TV,good,144000,0,Pensioner,Secondary / secondary special,0,0,
998,23,male,2,free,little,little,1845,45,radio/TV,bad,315000,0,Commercial associate,Higher education,0,0,Managers
999,27,male,2,own,moderate,moderate,4576,45,car,good,456789,2,Working,Secondary / secondary special,1,0,Drivers
